brand,milage,fuel_type,transmission,price,horsepower,engine_displacement,age
5,204884,4,19,11900,3.2,333.0,22
41,76249,1,15,40500,6.7,370.0,6
26,192100,4,11,10950,4.4,300.0,19
9,19200,4,19,44950,6.2,455.0,4
9,74000,4,33,33995,3.6,335.0,3
34,83112,4,21,23600,3.5,302.0,10
9,152195,4,33,14000,5.7,340.0,26
22,102200,4,9,14000,3.6,285.0,11
37,130307,4,11,5200,3.5,287.0,21
9,19200,4,3,63900,5.3,355.0,2
34,45203,4,32,24995,2.0,331.6983232435877,6
4,111773,4,33,13000,2.0,211.0,11
5,40000,4,33,57000,3.0,425.0,9
10,123000,3,33,13000,3.716927534611586,331.6983232435877,10
29,97615,4,19,18900,1.6,172.0,14
11,99600,4,42,62500,6.4,485.0,5
14,37428,4,3,61599,3.5,375.0,4
9,25000,4,15,38000,5.3,355.0,6
22,131000,4,11,28000,4.0,181.0,27
22,107000,4,33,17500,3.8,202.0,15
5,83100,4,27,32000,2.0,240.0,7
17,44261,4,36,32000,2.0,158.0,4
9,8911,4,28,52645,6.2,331.6983232435877,3
22,131000,4,11,7900,4.0,181.0,23
14,107500,4,33,9500,2.0,132.0,15
51,95000,4,27,18000,2.0,250.0,6
49,1050,4,15,32900,2.4,228.0,2
22,42000,4,9,28000,3.6,285.0,10
49,68575,4,33,23000,3.5,270.0,9
27,244000,4,7,8500,4.6,239.0,20
9,54800,4,27,32500,6.0,331.6983232435877,21
40,46200,4,42,41500,3.0,340.0,10
14,125470,4,33,10000,4.0,210.0,10
41,86000,1,42,42000,6.7,350.0,7
4,1900,4,42,55000,2.5,401.0,3
14,248000,2,15,13000,5.4,255.0,14
37,123815,4,36,6950,1.6,109.0,12
22,111000,4,11,11000,2.4,150.0,21
11,73000,3,33,17500,3.716927534611586,331.6983232435877,8
14,115402,2,33,2000,3.0,152.0,25
49,138000,4,33,59900,3.3,210.0,16
5,123500,4,11,31995,2.5,184.0,19
37,60000,4,33,36000,3.5,260.0,4
50,156350,4,33,3990,2.5,170.0,20
10,140450,4,31,3600,3.6,295.0,12
26,82000,4,15,31621,4.6,301.0,7
34,103000,4,9,12500,3.5,268.0,15
11,179000,4,33,3500,5.9,245.0,22
26,33655,4,27,37900,5.7,383.0,8
34,70500,4,33,24995,2.0,241.0,5
14,52000,4,33,25000,3.5,290.0,4
40,160000,4,21,6730,3.5,268.0,16
14,107000,4,33,10000,2.5,175.0,10
14,63400,4,15,21500,2.0,160.0,6
34,48613,4,42,26500,4.7,402.0,9
22,132200,4,33,28000,3.8,202.0,15
25,20000,4,27,36000,2.0,296.0,1
19,70000,4,42,22000,4.6,378.0,16
49,170000,4,33,12850,4.0,245.0,20
1,112000,4,15,14599,3.7,305.0,11
26,22400,4,3,47000,5.0,471.0,2
51,80000,4,33,22000,2.0,330.0,5
40,23230,4,19,62500,3.0,420.0,4
14,25880,2,15,22000,6.2,385.0,8
10,185000,4,33,6500,3.5,250.0,16
40,67550,4,21,30000,3.6,325.0,16
34,40900,4,21,22995,3.0,329.0,9
11,97615,4,33,16000,5.7,305.0,13
46,74600,4,36,18853,2.0,200.0,11
8,102681,4,27,28000,3.6,310.0,8
40,92000,4,21,23000,4.8,400.0,11
9,36700,4,19,26900,6.0,400.0,19
14,87500,4,15,26000,2.7,325.0,6
34,33500,4,31,47000,3.0,362.0,7
41,63875,5,27,27500,5.7,395.0,5
4,91877,4,42,18000,3.0,333.0,11
9,141800,2,33,7700,5.3,295.0,19
5,9000,4,27,49500,3.0,335.0,2
22,19605,4,28,26990,2.0,331.6983232435877,5
34,57939,4,42,33500,2.0,241.0,7
40,126000,4,33,4900,3.2,280.0,19
26,77300,4,27,26000,3.5,306.0,9
34,9738,4,33,40000,4.0,550.0,8
20,104000,4,33,22000,5.6,400.0,8
25,95000,4,33,15000,3.0,340.0,8
25,156856,4,15,12000,3.2,230.0,13
40,132500,4,19,62500,3.6,325.0,18
22,50000,4,33,65000,3.6,285.0,2
14,44460,4,3,30989,2.7,325.0,5
22,8794,4,39,31000,3.6,285.0,2
32,162000,4,42,11500,2.0,155.0,9
5,80000,4,42,24000,4.4,445.0,9
26,71924,4,28,46750,3.5,331.6983232435877,6
26,114000,4,33,13000,4.7,270.0,19
5,124000,4,42,22500,2.0,240.0,9
5,162000,4,27,14500,3.0,300.0,13
9,139804,4,33,40500,5.3,355.0,6
25,72900,4,33,34700,3.0,340.0,5
49,162000,4,9,27500,4.0,239.0,17
14,32268,1,42,44500,6.7,450.0,5
49,22000,5,15,29500,2.5,208.0,7
5,206000,4,11,5500,2.8,190.0,27
37,29000,4,33,29000,4.0,261.0,12
5,33000,4,33,29000,2.0,248.0,5
46,77000,4,19,19000,2.5,305.0,10
46,63398,4,19,19000,2.0,268.0,9
5,138000,4,9,9950,2.5,184.0,19
8,90000,4,15,16000,3.0,270.0,12
9,220000,4,19,12950,6.2,426.0,14
5,67500,4,42,12000,2.0,240.0,10
19,60000,4,42,16500,3.8,344.0,11
5,102000,5,27,36000,3.0,335.0,4
32,24781,4,16,29994,2.5,331.6983232435877,3
14,113294,4,15,15000,2.0,245.0,12
4,53900,5,21,33500,3.0,335.0,5
26,117000,4,33,5200,4.7,263.0,17
9,14750,4,27,36500,6.2,490.0,3
20,989,4,32,25495,3.5,331.6983232435877,4
14,38560,4,19,29500,5.0,420.0,10
34,49000,4,21,19995,3.5,302.0,12
45,84450,4,33,11200,2.0,200.0,10
9,136000,4,33,8000,5.7,340.0,26
17,22227,4,28,25980,2.0,331.6983232435877,4
5,131986,4,39,9000,2.0,200.0,12
4,160000,2,33,6750,3.0,240.0,12
34,46000,4,21,56000,4.0,503.0,7
32,144770,4,7,6500,3.7,210.0,16
46,52694,4,19,35500,2.4,228.0,6
21,50000,4,15,16500,4.2,300.0,24
22,137790,4,9,14500,3.6,285.0,10
5,17300,4,21,42900,4.0,414.0,12
5,59338,4,42,35000,3.0,425.0,6
40,44400,4,21,13800,3.4,340.0,11
26,198000,4,33,8995,4.7,270.0,19
49,245000,4,33,6100,3.0,200.0,17
26,52100,4,15,29500,4.6,301.0,6
25,64800,4,42,32000,5.0,518.0,6
37,130307,4,9,15999,3.5,287.0,19
14,74000,4,42,21495,3.5,365.0,8
5,70582,4,27,40950,3.0,300.0,6
4,87500,4,42,24000,2.0,252.0,9
32,21487,4,16,22749,2.5,331.6983232435877,4
26,63750,4,15,36000,4.6,301.0,6
50,61000,4,33,27899,1.4,147.0,5
41,1919,4,34,43642,5.7,331.6983232435877,2
8,120000,4,27,16500,2.0,272.0,8
34,107000,4,42,17000,2.0,208.0,13
8,44000,4,27,37000,3.6,308.0,5
9,130000,4,15,7200,3.0,264.0,13
14,101900,4,15,23000,3.5,365.0,7
32,67874,4,33,13999,2.0,166.0,12
4,63400,4,21,21500,2.0,211.0,10
34,61000,4,21,15000,1.8,201.0,10
27,134000,4,15,21500,5.4,310.0,11
41,107000,1,15,22500,6.7,370.0,9
14,23162,4,4,39860,3.5,331.6983232435877,6
22,27000,4,9,43500,3.6,285.0,5
40,126000,4,42,7999,4.8,400.0,17
26,23400,4,33,43250,4.6,301.0,3
25,8421,4,32,31953,2.0,331.6983232435877,8
11,141800,4,7,4800,3.7,210.0,21
14,32268,2,33,38500,6.2,385.0,5
34,63398,4,42,33000,2.0,208.0,10
15,51300,4,33,19995,5.3,355.0,7
8,72836,4,27,28600,6.2,420.0,6
22,78717,4,33,17500,2.4,180.0,6
49,81327,4,33,22495,3.5,270.0,9
27,65290,4,15,36000,3.5,450.0,5
5,42000,4,42,42000,4.4,445.0,6
41,114890,4,15,19950,6.4,410.0,10
30,57500,4,33,46500,4.7,425.0,9
34,49500,4,31,24500,2.0,255.0,5
5,63150,4,33,21500,2.0,248.0,7
30,91843,4,42,18999,4.2,390.0,21
25,3000,4,27,54900,5.0,518.0,2
22,105000,4,33,6900,2.0,158.0,12
34,90189,4,31,24950,2.0,241.0,7
14,66281,2,15,27000,6.2,385.0,7
4,54900,4,27,23000,3.0,335.0,7
27,89150,4,15,31900,3.5,380.0,9
6,32001,4,27,17800,4.4,567.0,9
25,174678,4,15,7350,3.2,230.0,14
29,91000,4,15,12500,2.0,189.0,8
27,36526,4,3,57850,3.5,450.0,5
20,91239,4,21,28995,3.7,328.0,8
22,71000,4,9,12750,3.6,285.0,11
14,29850,4,3,49895,3.5,375.0,4
37,106700,4,42,17000,5.6,390.0,6
49,179000,4,33,17900,4.0,239.0,17
9,143000,4,33,10000,5.7,345.0,20
9,23133,4,19,27500,6.2,455.0,7
21,79980,4,27,27900,5.0,550.0,10
40,44400,4,39,29800,3.2,280.0,19
34,68325,4,21,34500,3.5,302.0,10
9,134000,4,15,8500,6.0,400.0,13
25,55000,4,33,39000,3.0,380.0,6
14,32500,2,21,46599,6.2,385.0,5
17,58000,4,33,18000,1.8,140.0,11
5,37000,4,27,50000,3.0,335.0,4
20,18362,4,33,62000,3.0,400.0,4
14,123000,4,19,14000,3.7,305.0,12
4,103400,4,21,14500,3.0,333.0,12
17,67882,4,33,8900,2.0,252.0,7
14,53401,4,3,33500,2.7,325.0,5
49,7800,5,33,30999,3.4,437.0,1
8,7500,4,33,27900,6.2,420.0,2
51,36000,4,19,7800,2.5,300.0,23
4,52000,4,42,25000,3.2,265.0,12
26,81400,4,27,26000,3.5,295.0,9
11,102681,4,7,6000,2.0,158.0,14
41,35003,4,28,54490,5.7,331.6983232435877,4
8,116500,4,27,28500,6.2,420.0,7
34,77500,4,21,15999,3.5,302.0,10
50,96476,4,27,34000,3.6,280.0,8
14,169000,2,33,14000,3.5,290.0,11
5,153600,4,27,17500,3.0,300.0,11
40,88600,4,27,29500,3.6,420.0,8
22,58500,4,9,36000,3.6,285.0,6
49,53500,4,33,25650,3.5,295.0,6
37,85000,4,15,20997,3.5,284.0,7
22,64000,4,11,24500,2.4,150.0,23
14,91000,4,15,12500,2.0,160.0,7
21,50000,4,27,19995,5.0,550.0,9
41,149130,1,15,35000,6.7,350.0,9
27,11000,4,15,51000,3.5,440.0,3
4,64549,4,42,9995,2.0,211.0,9
5,14360,4,33,49000,3.0,375.0,1
9,64517,4,28,30919,3.6,331.6983232435877,6
17,23442,4,15,36995,3.5,280.0,4
40,46200,4,42,41500,3.0,340.0,8
4,22354,4,27,34950,2.9,444.0,5
14,117000,4,15,23000,3.5,365.0,10
14,192100,4,15,7500,5.4,300.0,23
44,134000,4,33,9200,2.0,260.0,15
11,17000,4,19,38500,5.7,375.0,6
14,76009,4,3,21900,2.3,300.0,4
14,91000,2,33,10900,3.0,240.0,11
14,2894,4,4,51900,3.5,331.6983232435877,3
11,37777,4,42,32500,6.4,485.0,6
34,174000,4,21,11999,4.6,335.0,12
10,122000,4,42,11000,3.5,250.0,15
51,40000,6,42,21000,2.0,400.0,9
14,60000,4,33,17500,3.5,365.0,8
17,90742,4,33,11499,2.4,192.0,12
50,157405,4,36,10000,2.4,200.0,10
49,110000,4,33,19500,4.0,270.0,8
14,23339,4,34,45950,3.5,331.6983232435877,3
34,49700,4,32,41900,4.0,331.6983232435877,4
20,98600,4,33,60995,3.5,265.0,6
14,92000,4,15,3200,2.7,315.0,13
37,46496,4,33,16975,5.6,375.0,9
5,67874,4,19,17000,3.0,320.0,12
9,93000,4,15,38500,5.3,355.0,7
49,194000,4,15,28000,5.7,381.0,13
5,52000,4,42,17000,2.0,240.0,9
11,185000,4,15,6750,3.7,210.0,17
4,111773,4,27,11000,2.0,211.0,11
49,193827,4,33,6750,4.0,260.0,11
9,53433,4,15,36950,5.3,355.0,7
5,98700,4,15,17900,2.0,240.0,9
24,10000,4,33,36300,6.2,571.0,7
14,67072,4,42,29950,3.5,375.0,4
14,170000,4,33,6800,4.6,300.0,15
40,99100,4,21,32000,4.8,550.0,11
26,80400,4,33,3499,3.3,230.0,18
5,120000,4,42,11500,3.0,230.0,11
5,81000,4,19,19500,3.2,333.0,23
23,36000,4,42,58000,3.8,291.0,1
41,63875,5,27,27000,3.6,305.0,5
4,52500,4,21,45999,4.0,450.0,7
4,119000,4,33,12000,2.0,211.0,12
25,73101,4,42,37499,3.0,380.0,5
22,123200,4,11,12449,2.4,150.0,20
5,48500,4,27,32000,4.4,445.0,8
27,37375,4,33,37500,3.0,400.0,7
6,80124,2,15,23995,6.0,552.0,12
26,110250,4,15,12850,3.5,306.0,11
25,69000,4,33,19000,3.0,340.0,8
49,37216,4,33,12900,3.3,210.0,17
26,100000,4,33,9500,4.6,380.0,22
34,137000,4,21,15000,3.5,302.0,10
34,76500,4,21,45000,3.5,302.0,6
14,103000,4,33,10500,6.8,310.0,23
34,56000,4,33,42000,5.5,382.0,17
5,81000,4,19,22000,3.2,333.0,23
9,49000,4,19,54000,7.0,505.0,17
9,500,4,15,37000,5.3,355.0,5
49,162000,4,33,12000,5.7,381.0,13
37,96000,4,33,19800,2.0,240.0,9
41,27363,5,33,37900,5.7,395.0,3
34,39000,4,33,32100,3.5,302.0,7
14,9142,4,3,64900,5.0,385.0,4
5,3099,4,33,63900,3.0,473.0,1
26,83765,4,33,19000,3.5,263.0,8
5,16000,4,21,58000,3.0,425.0,4
40,92000,1,27,38000,3.0,240.0,9
40,14735,4,34,25698,3.716927534611586,331.6983232435877,3
4,45843,4,33,23500,3.0,340.0,6
8,92000,4,3,42000,6.2,420.0,6
20,118000,4,33,22000,3.7,300.0,8
5,8700,4,27,54000,5.0,467.0,4
11,75000,4,33,19500,3.5,250.0,19
26,107818,4,27,12990,4.6,380.0,18
14,16500,4,42,41500,2.7,315.0,2
6,61160,4,27,57000,6.0,582.0,8
23,30069,4,28,32750,2.0,331.6983232435877,2
5,2800,4,19,53800,3.0,503.0,2
14,165454,4,15,6000,4.6,315.0,13
14,81000,4,33,38000,3.5,375.0,6
5,30500,4,27,39000,4.4,560.0,9
34,49500,4,31,62500,4.0,463.0,4
9,153800,4,15,24500,5.3,355.0,9
49,54000,4,15,55000,5.7,381.0,6
34,120000,4,7,9500,5.5,382.0,16
25,18160,4,34,59203,3.716927534611586,331.6983232435877,4
34,76850,4,21,8500,2.0,208.0,11
40,27000,4,21,40000,2.5,350.0,6
11,19000,4,42,59000,6.4,485.0,5
15,100331,2,33,19995,6.0,360.0,9
50,70500,4,19,20000,2.0,220.0,7
8,35850,4,27,23500,2.0,272.0,6
6,43433,4,42,52900,4.0,542.0,5
34,73000,4,42,50000,5.5,563.0,6
5,38900,4,27,26000,3.0,300.0,10
8,157500,4,33,12750,6.2,403.0,13
4,126760,4,27,12000,2.0,211.0,12
4,25000,4,21,28000,3.0,333.0,12
14,137000,4,42,8995,3.5,290.0,11
46,95000,4,33,18000,2.5,182.0,4
29,167000,4,33,5700,1.6,118.0,13
5,79876,4,27,20990,3.0,300.0,8
9,184700,4,33,3200,5.7,345.0,20
14,26000,4,3,34600,5.0,460.0,5
4,18100,4,27,59900,3.0,349.0,3
4,25000,4,27,49700,2.0,252.0,4
27,74000,4,42,27500,2.0,240.0,6
14,158000,4,42,52000,3.5,380.0,8
5,70968,4,27,62500,3.0,425.0,10
40,13250,4,21,53900,3.8,475.0,1
34,60000,4,33,18853,2.0,241.0,6
36,95212,4,33,5949,3.8,260.0,17
22,107000,2,33,10900,4.7,235.0,17
1,142314,4,7,3000,6.0,400.0,26
25,153460,4,15,17200,4.4,300.0,18
41,38900,4,27,34700,3.6,280.0,5
49,96400,5,36,15999,3.5,306.0,10
26,142500,4,33,8999,4.7,263.0,13
40,72000,4,19,28000,3.8,355.0,16
22,49750,4,27,36500,3.6,285.0,4
5,24500,4,27,57000,3.0,335.0,2
8,74414,4,27,27500,3.6,310.0,5
5,30300,4,33,47800,3.0,335.0,5
19,56837,4,42,9500,2.0,132.0,15
5,77750,4,21,29000,5.0,500.0,16
14,23400,4,3,52000,3.5,440.0,2
17,167506,4,33,6000,1.8,140.0,12
34,64517,4,21,37500,5.5,577.0,8
40,86818,4,19,28500,3.4,303.0,15
9,23600,4,33,30000,3.6,335.0,5
5,70000,4,33,15400,2.0,240.0,10
40,74500,4,42,36000,3.5,450.0,6
40,40800,4,21,33000,2.0,252.0,11
5,152000,4,19,9950,3.2,333.0,23
40,48000,4,27,30000,3.0,340.0,7
8,120000,4,27,16000,3.6,335.0,8
22,38360,4,28,6730,2.0,331.6983232435877,7
11,62500,4,7,17000,3.7,210.0,16
4,78124,4,27,38999,3.0,354.0,8
11,138000,4,33,15990,3.7,210.0,17
14,15000,4,3,39599,2.3,275.0,2
26,100000,4,9,16500,4.6,380.0,16
37,132272,4,33,6900,4.0,261.0,17
20,6000,4,31,57999,3.5,295.0,2
30,58500,4,42,51499,3.0,424.0,6
5,56235,4,19,32900,3.0,425.0,8
26,130000,4,33,15300,3.3,230.0,18
22,103000,4,33,8900,3.7,210.0,21
9,73837,4,34,28979,6.6,331.6983232435877,3
41,24000,4,27,24500,5.7,395.0,3
4,96000,4,42,32000,2.0,252.0,6
1,18000,4,15,59200,3.7,300.0,8
1,137200,4,42,20000,3.7,300.0,14
32,95798,4,11,8950,3.716927534611586,331.6983232435877,32
5,7400,4,42,61900,4.4,523.0,3
22,121800,4,7,4400,3.8,202.0,16
5,41000,4,19,50000,3.2,333.0,22
37,112600,4,33,13000,3.5,260.0,10
20,149460,4,15,3995,3.5,265.0,13
1,120000,4,42,16500,3.7,300.0,13
14,51000,5,3,28895,3.3,318.0,6
34,63460,4,21,23500,6.0,621.0,9
37,144000,4,9,12300,3.5,306.0,17
26,151896,4,33,7900,3.5,275.0,13
8,61341,4,15,37900,3.6,304.0,7
9,7000,4,19,45000,6.2,455.0,3
49,148000,4,33,13000,5.7,381.0,12
9,90000,4,15,15000,6.2,430.0,16
5,23230,4,27,29999,2.0,248.0,6
1,4700,4,31,52000,3.0,355.0,1
4,96680,4,33,12000,2.0,211.0,11
26,22466,4,33,48600,4.6,301.0,2
6,7960,4,33,22550,6.0,552.0,16
8,80300,4,33,9499,2.5,202.0,10
23,59257,5,33,17500,2.4,199.0,11
9,87500,4,33,10900,5.3,300.0,18
20,70000,4,33,17000,3.7,328.0,13
9,107000,4,7,11990,6.2,426.0,14
14,33012,4,3,38500,3.5,375.0,6
4,79500,4,33,25500,3.0,333.0,8
49,27000,4,33,30500,4.0,270.0,4
11,33060,4,27,36500,3.6,285.0,4
41,67483,1,15,46500,6.4,410.0,5
11,177000,4,33,12500,3.7,210.0,14
4,153250,4,42,13999,2.0,200.0,10
28,53000,4,19,42000,3.5,276.0,13
14,56946,2,28,33700,2.0,331.6983232435877,5
39,122348,4,11,13900,2.0,260.0,15
14,32268,2,33,32000,6.2,385.0,6
14,53401,4,3,37900,2.7,325.0,5
5,14993,4,42,42850,4.4,456.0,6
49,160000,4,33,33000,3.5,270.0,9
27,1850,6,36,36950,2.5,266.0,3
25,22000,4,42,31950,4.4,523.0,1
41,7388,4,27,49500,5.7,395.0,2
14,110000,4,33,7999,3.0,148.0,20
22,130000,4,33,5500,3.7,210.0,20
14,116157,4,33,5500,4.0,210.0,17
5,47800,4,21,42000,3.0,230.0,13
34,67500,4,21,21500,4.0,503.0,7
21,58000,4,27,31500,5.0,550.0,6
34,215000,4,33,9950,3.5,268.0,17
26,31917,4,27,37500,3.5,306.0,2
5,125500,4,15,12950,2.0,240.0,12
22,2905,4,28,34645,3.6,331.6983232435877,3
5,56837,4,42,19900,4.4,600.0,6
11,300183,4,33,26900,5.7,345.0,22
8,85000,4,33,53000,6.2,420.0,9
26,48000,4,42,37000,3.5,306.0,9
46,84000,4,36,32000,2.0,152.0,5
23,14950,4,36,24999,2.0,147.0,3
5,70582,4,42,32000,2.0,240.0,5
34,36900,4,33,39990,2.0,241.0,5
29,110022,4,19,6750,1.6,172.0,17
20,38400,4,36,35000,3.5,295.0,4
9,110000,2,7,32500,5.3,295.0,20
25,121886,4,33,4300,4.6,217.0,22
8,102000,4,15,22500,3.6,304.0,11
9,86170,4,42,17000,3.6,304.0,14
11,98658,4,9,22500,5.7,345.0,19
34,7968,5,31,62500,4.0,496.0,3
11,134602,4,33,3600,3.5,250.0,19
5,98200,4,19,34999,4.0,414.0,13
50,70500,4,19,28000,2.0,220.0,6
22,87250,4,19,16250,3.6,285.0,11
41,149130,1,15,27000,6.7,350.0,9
9,111095,2,15,20900,5.3,320.0,10
11,43000,4,42,52500,6.4,475.0,4
16,81301,4,27,21373,3.8,311.0,7
8,60000,4,33,17500,3.6,310.0,4
11,41000,4,33,43500,3.6,283.0,4
10,78000,4,42,10750,3.6,292.0,14
14,31917,4,3,63500,2.7,315.0,1
20,120000,4,42,8750,3.7,328.0,14
34,90400,4,21,13700,2.0,208.0,9
29,104500,4,19,15999,1.6,118.0,14
26,89500,4,33,15999,4.3,300.0,21
8,160249,2,33,22000,6.2,403.0,12
15,55018,4,32,17816,1.5,331.6983232435877,4
51,127273,4,33,16770,2.5,218.0,12
5,143250,4,42,16500,3.0,300.0,10
7,87000,4,33,12999,1.4,138.0,11
22,97724,4,33,9250,4.0,190.0,20
34,38100,4,33,24000,4.0,416.0,7
4,92000,4,19,9500,3.2,255.0,18
9,76000,1,33,41400,4.8,285.0,7
14,74349,4,15,22999,3.5,310.0,8
4,59715,4,27,24900,4.0,560.0,9
1,149000,4,33,4199,3.7,300.0,13
4,13180,4,2,44495,3.0,331.6983232435877,3
1,97700,4,7,7495,1.8,140.0,20
50,46000,4,21,56000,2.0,255.0,2
5,90000,4,27,17000,3.0,335.0,9
14,8700,4,19,46000,5.2,526.0,6
9,154860,1,15,10900,6.6,397.0,16
22,38000,4,27,35000,3.6,285.0,4
23,16800,4,33,4750,2.0,146.0,1
14,153818,4,33,5200,5.4,260.0,20
26,151896,4,33,9750,3.3,230.0,17
14,244000,4,33,4000,5.4,300.0,20
4,29294,4,42,34500,3.0,333.0,6
26,103000,4,33,20900,4.6,380.0,12
26,63172,4,33,12995,4.6,301.0,11
5,4500,4,27,60000,3.0,453.0,1
14,66500,4,33,31000,6.8,310.0,16
14,26000,2,33,39000,5.0,395.0,5
4,25300,5,27,54599,3.0,335.0,2
5,25000,4,21,65000,3.0,425.0,8
27,147589,4,15,6000,3.5,400.0,12
11,17000,4,33,48000,6.4,475.0,3
9,56000,4,33,8999,4.8,285.0,13
22,107000,4,15,16499,3.6,285.0,16
14,96653,4,33,12000,3.9,280.0,19
14,25000,4,33,48000,2.7,325.0,3
26,123112,4,15,14500,4.7,263.0,13
23,47400,4,27,31000,3.8,291.0,4
9,78000,4,19,14000,6.2,426.0,14
25,44000,4,27,62000,5.0,518.0,6
1,122000,4,42,11500,3.5,286.0,16
4,9100,5,33,39500,3.716927534611586,295.0,4
41,73690,4,27,39500,5.7,395.0,5
34,120000,1,33,15500,3.0,188.0,9
26,62950,4,15,36000,4.6,301.0,7
46,37800,4,19,32500,2.5,305.0,8
27,87500,4,15,29500,3.7,300.0,11
25,66500,4,15,22000,3.2,230.0,12
41,63750,4,15,35000,6.4,410.0,6
32,124000,4,42,13000,2.5,184.0,9
5,52694,4,27,36990,4.4,445.0,6
14,24850,4,4,42590,2.3,331.6983232435877,3
10,134602,4,42,8500,3.5,250.0,13
21,16754,4,33,47500,3.0,340.0,5
14,42000,4,15,19000,1.5,181.0,9
26,37000,4,3,55000,5.0,471.0,6
14,92421,1,15,50000,6.7,440.0,9
9,5400,4,27,45999,6.2,490.0,4
40,92861,4,19,21750,3.8,355.0,17
10,92800,4,33,13000,4.0,190.0,23
29,110897,4,42,11500,1.6,172.0,12
34,60345,4,21,49999,3.0,329.0,8
14,105674,4,33,43000,3.5,375.0,6
4,98527,4,33,8550,3.2,255.0,16
34,28800,4,31,49700,3.0,362.0,6
15,123620,2,15,14500,5.3,320.0,14
37,86000,4,39,31000,3.7,350.0,9
8,99897,4,42,34995,6.2,420.0,7
49,212000,4,9,7350,3.3,210.0,16
51,207000,4,33,13500,3.2,240.0,11
14,1400,4,33,46500,2.7,315.0,1
29,77750,4,19,19500,1.6,118.0,16
10,23152,4,42,3000,3.6,292.0,12
26,26600,4,33,35000,3.5,255.0,6
46,77000,4,36,19999,2.0,152.0,6
3,51855,4,15,5800,4.7,420.0,14
37,90000,4,39,12700,4.0,261.0,12
27,18196,4,42,52000,3.0,400.0,2
17,27407,4,33,7200,2.4,166.0,16
14,195,4,33,48500,3.5,310.0,1
34,67280,4,21,37000,4.7,449.0,9
40,38000,4,42,60500,2.5,350.0,6
5,13900,4,27,28900,4.4,600.0,2
4,63400,4,33,31000,3.0,333.0,8
4,98400,4,21,18000,3.0,333.0,10
22,130307,4,39,7950,4.0,190.0,19
40,36555,4,34,48459,3.6,331.6983232435877,2
34,30500,4,21,33499,5.5,577.0,8
5,28000,4,42,61500,3.0,425.0,5
22,25000,4,33,45000,3.6,285.0,3
27,67647,4,3,28450,3.5,450.0,6
22,136731,4,33,10700,3.8,202.0,16
14,135000,4,33,9999,2.5,175.0,13
34,127600,4,21,19600,5.5,536.0,10
51,40000,4,33,11500,3.2,235.0,16
26,53677,4,27,34500,3.5,295.0,6
5,60000,4,27,36000,3.0,300.0,6
9,58816,4,16,27875,5.3,331.6983232435877,5
34,59400,4,33,21500,2.0,241.0,9
34,76500,4,21,15999,3.5,302.0,8
34,63398,4,33,34900,2.0,208.0,6
14,80150,2,15,18000,2.0,160.0,10
17,26000,4,36,38900,1.5,174.0,4
19,25000,4,19,62000,3.8,306.0,1
37,91600,4,33,16499,3.5,306.0,7
4,74000,4,33,22500,2.0,220.0,9
34,19000,4,42,63000,5.5,577.0,8
26,91545,4,33,15900,2.5,204.0,12
18,149961,4,33,5000,6.0,325.0,18
25,70500,4,27,24000,3.0,340.0,8
20,91545,4,33,11000,5.6,400.0,10
30,20000,4,27,28500,3.0,404.0,6
21,120000,4,9,8500,4.2,300.0,18
4,56846,4,27,33900,2.0,268.0,5
25,115550,4,33,11500,3.0,380.0,9
49,111300,4,42,11500,3.5,268.0,16
1,116500,4,19,15999,3.5,286.0,22
15,100080,2,15,22989,4.3,285.0,6
11,1240,4,28,49990,6.4,331.6983232435877,4
49,58000,4,33,36500,4.0,270.0,4
37,130307,4,11,5500,3.5,287.0,21
11,165454,4,33,4000,3.7,210.0,20
34,9472,4,33,62000,5.5,577.0,2
5,73500,4,33,7858,3.0,300.0,11
34,174000,4,33,7995,3.5,248.0,15
34,94971,4,33,14500,4.0,416.0,8
22,122650,4,33,6000,3.8,202.0,20
9,7700,4,34,62000,6.2,331.6983232435877,2
23,51133,4,16,21375,3.3,331.6983232435877,8
40,7400,4,27,63500,3.0,379.0,1
4,73000,2,33,17000,2.0,220.0,9
5,72700,4,33,32000,3.0,300.0,6
5,48500,4,33,51000,3.0,335.0,3
5,140000,4,33,7200,3.0,225.0,20
5,46000,4,27,23450,3.0,335.0,4
46,32250,4,33,36800,2.4,260.0,5
40,19987,4,33,19995,2.0,240.0,8
26,53649,4,42,33000,3.5,295.0,7
27,171000,4,7,6999,4.6,239.0,20
27,56654,4,42,33885,2.7,335.0,8
20,53850,4,21,39000,3.5,295.0,5
23,27123,4,33,38200,2.5,191.0,3
23,171000,4,15,10000,3.3,290.0,14
20,16000,4,33,18300,3.5,265.0,12
9,139000,4,9,15999,5.3,300.0,23
9,51351,4,4,39884,6.2,331.6983232435877,3
14,80134,2,17,9450,2.0,331.6983232435877,10
18,80000,4,33,8300,3.7,242.0,17
22,120000,4,33,14500,3.7,210.0,16
26,63460,4,33,31000,4.6,301.0,6
11,66000,4,42,12000,2.0,160.0,11
34,31370,4,42,64800,6.3,518.0,15
22,54000,4,27,38500,3.6,285.0,4
34,15042,4,31,54599,2.0,255.0,2
9,169000,1,15,6995,6.6,360.0,18
14,114323,4,15,6000,2.5,175.0,17
26,99700,4,15,17500,2.5,204.0,14
46,98888,4,33,16500,2.5,182.0,7
4,49650,4,33,28900,2.0,252.0,6
5,98000,4,27,25999,3.0,300.0,9
