,brand,milage,fuel_type,transmission,price,horsepower,engine_displacement,age
45406,Ford,84352,Plug-In Hybrid,CVT Transmission,9999,2.0,188.0,9
45407,Audi,106000,Gasoline,A/T,14500,3.0,333.0,9
45409,Toyota,49000,Gasoline,6-Speed A/T,49700,5.7,381.0,8
45410,Cadillac,46711,Gasoline,A/T,12000,3.6,304.0,11
45411,Audi,50000,Gasoline,A/T,28900,2.0,248.0,5
45412,Mercedes-Benz,89150,Gasoline,6-Speed A/T,15000,3.5,268.0,14
45413,Ford,134000,Gasoline,6-Speed A/T,9995,2.0,136.0,13
45414,Cadillac,69771,Gasoline,A/T,36000,3.6,310.0,5
45416,Lincoln,187000,Gasoline,A/T,6299,5.4,300.0,20
45417,Mercedes-Benz,80124,Gasoline,7-Speed A/T,17500,5.5,382.0,9
45418,Pontiac,146000,Gasoline,4-Speed A/T,8995,5.7,260.0,23
45419,Mercedes-Benz,49500,Gasoline,A/T,28700,2.0,241.0,6
45420,Land,99000,Gasoline,Transmission w/Dual Shift Mode,13895,5.0,510.0,11
45421,Ford,114323,Gasoline,6-Speed A/T,6000,4.6,260.0,13
45422,Chevrolet,143095,Gasoline,6-Speed M/T,33800,5.7,345.0,19
45423,Mercedes-Benz,63000,Gasoline,7-Speed A/T,45000,4.0,469.0,6
45424,GMC,76000,Gasoline,M/T,29000,6.2,420.0,9
45425,BMW,37100,Gasoline,8-Speed A/T,35000,3.0,335.0,6
45426,Jeep,146000,Gasoline,A/T,15900,4.0,190.0,28
45427,Ford,86000,Gasoline,Transmission w/Dual Shift Mode,19000,4.6,390.0,8
45428,GMC,166549,Gasoline,6-Speed A/T,15900,5.3,355.0,7
45429,Nissan,65000,Gasoline,A/T,32500,5.6,375.0,7
45430,Jeep,53000,Gasoline,8-Speed A/T,38000,3.6,285.0,6
45431,Toyota,162750,Gasoline,A/T,15750,3.3,210.0,16
45432,Chevrolet,87842,Gasoline,6-Speed Automatic,25925,5.3,331.6983232435877,8
45434,Ford,79000,Gasoline,5-Speed M/T,15499,4.6,315.0,14
45435,Kia,69100,Gasoline,6-Speed A/T,18795,2.4,185.0,5
45437,Toyota,67000,Gasoline,A/T,29500,4.0,270.0,8
45438,Mercedes-Benz,63295,Gasoline,A/T,20500,1.8,201.0,6
45440,BMW,48000,Gasoline,8-Speed A/T,29000,3.0,300.0,5
45441,Cadillac,35566,Gasoline,8-Speed A/T,18999,2.0,265.0,5
45442,GMC,110000,Gasoline,A/T,36500,5.3,355.0,6
45443,Porsche,119000,Gasoline,6-Speed M/T,12900,3.2,280.0,19
45444,Chevrolet,87500,Gasoline,A/T,29950,5.3,355.0,8
45445,Mercedes-Benz,52000,Diesel,A/T,61000,3.0,188.0,6
45446,Porsche,52500,Gasoline,Transmission w/Dual Shift Mode,39999,3.0,330.0,7
45447,RAM,140500,Gasoline,A/T,30000,5.7,395.0,3
45449,MINI,120000,Gasoline,5-Speed M/T,10995,1.6,172.0,17
45450,Chevrolet,87892,Gasoline,4-Speed A/T,22500,5.7,300.0,23
45451,BMW,13700,Hybrid,8-Speed A/T,60000,3.0,382.0,3
45452,Mercedes-Benz,64957,Gasoline,7-Speed A/T,29950,4.0,463.0,5
45453,Ford,114323,Gasoline,A/T,6500,2.5,175.0,13
45454,Bentley,40000,Gasoline,4-Speed A/T,49700,6.75,400.0,21
45456,RAM,40000,Hybrid,8-Speed A/T,31000,3.6,305.0,5
45458,Mercedes-Benz,96000,Gasoline,Transmission w/Dual Shift Mode,23000,4.6,429.0,11
45459,Porsche,31681,Gasoline,Transmission w/Dual Shift Mode,44400,3.0,348.0,5
45461,Jeep,19200,Gasoline,Transmission w/Dual Shift Mode,36995,3.6,285.0,4
45462,Toyota,156875,E85 Flex Fuel,A/T,10600,5.7,381.0,18
45467,Cadillac,103000,Electric,A/T,12500,3.716927534611586,331.6983232435877,30
45469,Toyota,177702,Gasoline,A/T,7700,3.3,225.0,17
45470,Volkswagen,70000,Gasoline,6-Speed A/T,19000,3.6,280.0,10
45471,Ford,29000,E85 Flex Fuel,6-Speed A/T,49500,3.7,275.0,5
45472,Audi,151600,Gasoline,6-Speed M/T,3499,1.8,225.0,19
45473,Ford,41000,Gasoline,10-Speed A/T,53900,3.5,375.0,3
45474,Hyundai,183000,Gasoline,6-Speed A/T,15000,3.8,344.0,11
45475,Ford,110000,Gasoline,A/T,11000,2.5,175.0,12
45480,Audi,55000,Gasoline,7-Speed A/T,24000,2.0,252.0,6
45481,Hyundai,135603,Gasoline,6-Speed A/T,8700,2.4,185.0,9
45482,Toyota,231500,Gasoline,A/T,14599,4.7,230.0,24
45483,Nissan,112600,Gasoline,CVT Transmission,28900,3.5,260.0,10
45485,Dodge,54000,Gasoline,8-Speed A/T,37000,3.716927534611586,331.6983232435877,6
45486,Mercedes-Benz,79000,Gasoline,7-Speed A/T,19999,4.6,402.0,12
45487,Ford,44373,Gasoline,10-Speed A/T,42000,3.5,375.0,3
45488,BMW,81500,Gasoline,8-Speed A/T,21000,3.0,300.0,10
45489,Jeep,149000,Gasoline,5-Speed A/T,6800,3.7,210.0,16
45490,Audi,67500,Hybrid,A/T,59500,3.0,335.0,5
45491,Chevrolet,99000,Gasoline,6-Speed A/T,12000,6.0,353.0,14
45492,Toyota,65000,E85 Flex Fuel,6-Speed A/T,21500,5.7,381.0,7
45493,Dodge,34845,Gasoline,A/T,30000,3.6,295.0,5
45494,Audi,64200,Hybrid,8-Speed A/T,32950,3.0,335.0,4
45495,BMW,94200,Gasoline,6-Speed M/T,14900,3.0,215.0,19
45496,Ford,107000,E85 Flex Fuel,6-Speed A/T,18900,5.0,385.0,11
45498,Volkswagen,98000,Gasoline,6-Speed A/T,25000,2.0,200.0,8
45499,Acura,1025,Gasoline,10-Speed A/T,53900,3.0,355.0,2
45500,Ford,24115,Gasoline,10-Speed A/T,47500,3.5,400.0,2
45501,Chevrolet,56675,Gasoline,Transmission w/Dual Shift Mode,26600,5.3,355.0,7
45502,Mercedes-Benz,10500,Gasoline,A/T,43499,4.0,463.0,3
45503,Toyota,96600,Gasoline,A/T,17000,3.5,268.0,9
45504,Mercedes-Benz,14220,Gasoline,9-Speed A/T,46900,2.0,255.0,4
45505,Mercedes-Benz,95450,Gasoline,7-Speed A/T,19000,4.7,429.0,10
45506,INFINITI,29000,Gasoline,CVT Transmission,29000,3.5,295.0,6
45507,Mercedes-Benz,68325,Gasoline,A/T,25500,3.5,302.0,10
45508,Jeep,18100,Gasoline,A/T,47500,3.6,285.0,2
45509,BMW,144900,Gasoline,6-Speed M/T,5699,2.0,240.0,9
45510,Lexus,110000,Gasoline,A/T,15999,3.3,230.0,21
45511,Ford,109357,Gasoline,A/T,21999,6.8,310.0,23
45513,Rolls-Royce,79000,Gasoline,A/T,31900,6.6,563.0,11
45515,Mitsubishi,90400,Gasoline,A/T,5000,3.0,200.0,16
45516,BMW,45000,Gasoline,A/T,30000,2.0,248.0,5
45517,BMW,63000,Gasoline,8-Speed A/T,20900,2.0,248.0,6
45518,Cadillac,52000,Gasoline,A/T,37999,6.2,420.0,3
45519,Dodge,149000,Gasoline,A/T,7950,3.7,210.0,17
45520,Ford,121250,Gasoline,6-Speed A/T,13500,2.0,132.0,12
45521,Acura,68000,Gasoline,6-Speed A/T,19500,3.5,290.0,8
45523,RAM,19200,Gasoline,8-Speed A/T,44900,5.7,395.0,4
45524,BMW,98000,Gasoline,8-Speed A/T,12500,4.4,400.0,11
45525,RAM,81000,Gasoline,6-Speed A/T,38500,6.4,410.0,9
45527,Dodge,114000,Gasoline,A/T,9950,5.7,345.0,18
45528,Chevrolet,18860,Diesel,A/T,32000,6.6,445.0,2
45529,Mazda,134000,Gasoline,6-Speed A/T,9500,2.5,227.0,11
45530,Mercedes-Benz,88000,Gasoline,7-Speed A/T,24000,2.0,188.0,8
45531,Toyota,269885,Gasoline,A/T,15900,5.7,381.0,14
45532,Chevrolet,104000,Gasoline,6-Speed A/T,6000,2.5,331.6983232435877,13
45533,Dodge,144770,Gasoline,4-Speed A/T,6500,3.7,210.0,18
45534,Nissan,96476,Gasoline,CVT Transmission,8500,1.6,188.0,8
45535,Chevrolet,107000,Gasoline,6-Speed A/T,7500,2.5,331.6983232435877,8
45536,Ford,153000,Gasoline,5-Speed A/T,3995,6.8,310.0,22
45537,Toyota,12000,Gasoline,A/T,30000,3.5,295.0,2
45538,Porsche,46200,Gasoline,Transmission w/Dual Shift Mode,48900,2.0,252.0,6
45539,BMW,85500,Gasoline,A/T,17000,2.0,240.0,9
45540,Tesla,10065,Gasoline,A/T,32000,3.716927534611586,331.6983232435877,8
45542,Ford,333361,Diesel,A/T,20900,6.0,325.0,20
45543,BMW,74000,Gasoline,6-Speed M/T,22000,3.0,300.0,8
45544,Porsche,52000,Gasoline,Transmission w/Dual Shift Mode,37000,2.7,275.0,10
45545,BMW,60942,Gasoline,6-Speed Automatic,9975,2.0,331.6983232435877,13
45546,Mercury,90000,Gasoline,A/T,17000,4.6,302.0,18
45547,Chevrolet,133598,Gasoline,A/T,32471,5.3,355.0,5
45548,Audi,64549,Gasoline,6-Speed M/T,43000,2.5,360.0,12
45549,Audi,115000,E85 Flex Fuel,6-Speed A/T,6499,2.0,220.0,9
45550,Ford,26840,Gasoline,6-Speed M/T,42500,5.0,460.0,5
45551,BMW,50000,Gasoline,A/T,34999,3.0,335.0,5
45552,Chrysler,44000,E85 Flex Fuel,9-Speed A/T,17700,3.6,295.0,9
45553,BMW,44000,Gasoline,8-Speed A/T,37000,4.4,445.0,10
45554,Dodge,201509,Gasoline,4-Speed A/T,10500,3.9,175.0,20
45555,Ford,51300,Gasoline,10-Speed Automatic,48999,3.0,331.6983232435877,5
45556,Land,58800,Gasoline,A/T,10900,4.0,182.0,25
45557,GMC,230000,Gasoline,A/T,30500,5.3,355.0,7
45558,BMW,77000,Gasoline,7-Speed A/T,49900,4.4,560.0,9
45560,Chevrolet,52000,Gasoline,10-Speed A/T,62000,5.3,355.0,3
45561,RAM,52675,Gasoline,6-Speed A/T,26900,3.6,280.0,3
45562,BMW,78414,Gasoline,7-Speed A/T,35000,4.0,414.0,16
45563,Jeep,120000,Gasoline,5-Speed A/T,24000,3.6,285.0,8
45564,Porsche,19200,Gasoline,Transmission w/Dual Shift Mode,55000,2.9,375.0,14
45565,BMW,61000,Gasoline,6-Speed M/T,51500,3.0,335.0,5
45566,Jeep,30951,Gasoline,8-Speed Automatic,32085,3.6,331.6983232435877,4
45567,Porsche,83000,Gasoline,6-Speed M/T,18000,2.0,240.0,9
45569,BMW,27000,Gasoline,8-Speed A/T,37999,3.0,335.0,3
45571,Mazda,16200,Gasoline,A/T,13200,1.3,212.0,16
45572,GMC,27989,Gasoline,9-Speed A/T,39650,2.0,228.0,4
45573,Mercedes-Benz,76500,Gasoline,7-Speed A/T,30000,4.0,469.0,8
45574,Hyundai,134000,Gasoline,A/T,9500,1.6,132.0,11
45575,Jeep,124700,Gasoline,5-Speed M/T,12500,4.0,181.0,24
45576,Cadillac,49620,Gasoline,A/T,10499,4.6,275.0,14
45577,Ford,103814,Gasoline,6-Speed A/T,16100,3.5,290.0,7
45578,Ford,34672,Gasoline,10-Speed A/T,45500,3.5,400.0,5
45579,BMW,70582,Gasoline,Transmission w/Dual Shift Mode,23000,3.0,335.0,6
45580,Mazda,76200,Gasoline,Transmission w/Dual Shift Mode,15750,2.0,155.0,10
45581,Audi,96800,Gasoline,A/T,13000,2.0,211.0,12
45582,Land,39785,Gasoline,8-Speed Automatic,27785,2.0,331.6983232435877,5
45583,Volvo,73000,Gasoline,6-Speed A/T,15300,3.0,300.0,11
45584,Mercedes-Benz,70891,Gasoline,Transmission w/Dual Shift Mode,42000,4.0,416.0,6
45585,BMW,71290,Gasoline,8-Speed A/T,39995,3.0,320.0,10
45586,Porsche,68000,Gasoline,6-Speed A/T,16600,2.7,265.0,13
45587,Volvo,220000,Gasoline,6-Speed A/T,29999,3.2,235.0,16
45588,INFINITI,117000,Gasoline,7-Speed A/T,24000,3.7,328.0,10
45589,BMW,69350,Gasoline,8-Speed A/T,43500,4.4,445.0,9
45590,Lexus,170000,Gasoline,A/T,8700,3.5,270.0,18
45592,Ford,45000,Gasoline,10-Speed A/T,29900,2.3,300.0,4
45593,Toyota,92000,Gasoline,Transmission w/Dual Shift Mode,24900,3.5,295.0,9
45594,Mercedes-Benz,6046,Gasoline,7-Speed Automatic with Auto-Shift,48995,2.0,331.6983232435877,1
45595,Mercedes-Benz,56000,Gasoline,A/T,49900,6.3,518.0,4
45597,Subaru,94000,Gasoline,5-Speed M/T,14999,2.5,224.0,19
45598,BMW,99769,Gasoline,7-Speed A/T,14999,4.0,414.0,12
45599,Chevrolet,57300,Gasoline,6-Speed M/T,32000,6.2,455.0,7
45600,Mercedes-Benz,53677,Gasoline,9-Speed A/T,37500,3.0,362.0,6
45602,BMW,14993,Gasoline,8-Speed A/T,37400,4.4,567.0,8
45603,Lexus,74150,Gasoline,10-Speed A/T,34250,5.0,471.0,6
45604,Jeep,160000,Gasoline,M/T,4900,4.0,190.0,19
45606,BMW,72393,Gasoline,7-Speed A/T,27499,4.4,560.0,9
45608,Kia,69100,Gasoline,8-Speed A/T,15900,3.3,365.0,7
45609,Nissan,13000,Gasoline,A/T,30000,2.0,261.0,2
45610,Land,57918,Gasoline,A/T,29000,3.0,340.0,9
45612,Bentley,32500,Gasoline,8-Speed A/T,25999,6.0,600.0,6
45613,Ford,142000,Diesel,A/T,5500,6.4,350.0,18
45614,Land,63295,Gasoline,8-Speed A/T,29993,3.0,340.0,6
45615,Mercedes-Benz,49626,Gasoline,9-Speed A/T,37500,2.0,255.0,5
45617,Alfa,68000,Gasoline,8-Speed A/T,32999,2.0,280.0,6
45618,Porsche,40800,Gasoline,6-Speed M/T,19600,3.6,325.0,11
45619,MINI,74000,Gasoline,6-Speed M/T,4400,1.6,172.0,17
45620,Chevrolet,31000,Gasoline,A/T,34000,2.4,180.0,6
45621,Audi,45979,Hybrid,A/T,33200,3.0,335.0,4
45622,Mercedes-Benz,72784,Gasoline,A/T,63000,4.0,416.0,7
45623,GMC,31500,Gasoline,A/T,57500,6.2,420.0,4
45624,Lexus,126760,Gasoline,A/T,11800,3.5,270.0,11
45625,Ford,66500,Gasoline,6-Speed A/T,12500,3.5,365.0,6
45626,Ford,110000,Gasoline,4-Speed A/T,6950,2.0,136.0,12
45627,Subaru,37800,Gasoline,M/T,37899,2.5,305.0,7
45628,Dodge,188000,Gasoline,A/T,10000,3.7,210.0,11
45629,Nissan,10400,Gasoline,A/T,43000,3.8,480.0,1
45630,Audi,12500,Hybrid,Automatic,29999,3.716927534611586,331.6983232435877,1
45631,Lexus,53649,Gasoline,A/T,39000,3.5,295.0,6
45632,Honda,167506,Gasoline,A/T,9500,1.8,140.0,15
45633,Cadillac,116500,Gasoline,6-Speed A/T,17700,6.2,420.0,7
45634,BMW,8000,Gasoline,A/T,63999,3.0,335.0,2
45635,Chevrolet,160000,E85 Flex Fuel,A/T,16500,5.3,355.0,9
45636,BMW,82000,Gasoline,A/T,18500,3.0,300.0,10
45638,Lincoln,103400,Gasoline,6-Speed A/T,18500,2.0,240.0,8
45639,RAM,50648,Gasoline,8-Speed Automatic,26450,5.7,331.6983232435877,6
45641,Audi,71290,Gasoline,A/T,15000,3.0,333.0,10
45642,Land,29000,Hybrid,8-Speed A/T,29500,3.0,395.0,2
45643,Acura,69001,Gasoline,9-Speed A/T,25900,3.5,290.0,8
45644,Ford,12000,Gasoline,10-Speed A/T,54000,2.3,275.0,2
45645,Audi,37500,Gasoline,A/T,25000,3.0,333.0,10
45646,Lexus,163500,Gasoline,6-Speed A/T,16750,3.5,270.0,8
45647,BMW,67500,Gasoline,A/T,22000,3.0,300.0,7
45648,Land,62600,Gasoline,A/T,21500,3.0,340.0,9
45649,Mercedes-Benz,72865,Gasoline,Transmission w/Dual Shift Mode,36500,2.0,252.0,6
45650,Ford,6400,Gasoline,6-Speed M/T,27500,5.4,550.0,12
45651,Jeep,121500,Gasoline,6-Speed M/T,16999,3.6,285.0,8
45652,Ford,85253,Gasoline,A/T,30999,3.5,365.0,7
45654,Subaru,135000,Gasoline,6-Speed M/T,9999,2.4,200.0,17
45655,Mercedes-Benz,20121,Gasoline,9-Speed A/T,48000,5.5,563.0,2
45656,Mercedes-Benz,44000,Gasoline,7-Speed A/T,61000,5.5,577.0,7
45657,Mercedes-Benz,140000,Gasoline,A/T,4000,4.6,302.0,20
45658,Porsche,12700,Gasoline,A/T,30000,2.9,265.0,13
45659,Chevrolet,179200,Gasoline,A/T,8995,5.3,320.0,17
45660,Acura,37900,Gasoline,A/T,26000,2.4,201.0,6
45661,GMC,44741,Gasoline,6-Speed Automatic,47350,5.3,331.6983232435877,3
45662,MINI,70700,Gasoline,Transmission w/Dual Shift Mode,13500,1.6,181.0,8
45663,Mazda,119900,Gasoline,6-Speed M/T,17000,2.0,155.0,9
45664,Mercedes-Benz,150000,Gasoline,7-Speed A/T,7500,5.5,382.0,15
45665,Lamborghini,60000,Gasoline,6-Speed A/T,28000,5.2,550.0,13
45666,Ford,122650,Gasoline,A/T,21500,3.5,365.0,7
45667,Chevrolet,98888,Gasoline,6-Speed A/T,26900,5.3,355.0,8
45668,BMW,74000,Gasoline,A/T,37000,4.4,400.0,11
45670,BMW,45000,Gasoline,A/T,24900,4.4,445.0,7
45671,Mercedes-Benz,90189,Gasoline,A/T,18999,2.0,241.0,8
45672,Mercedes-Benz,63750,Gasoline,7-Speed A/T,24700,3.5,302.0,8
45673,Porsche,27000,Gasoline,7-Speed A/T,60000,2.9,375.0,1
45674,Jeep,131193,Gasoline,8-Speed Automatic,16770,3.6,331.6983232435877,6
45676,BMW,29140,Gasoline,8-Speed A/T,44900,3.0,335.0,5
45677,Honda,190640,Gasoline,A/T,14500,1.8,140.0,16
45678,Audi,74725,Gasoline,8-Speed Automatic,24440,2.0,331.6983232435877,8
45679,Lexus,82000,Gasoline,A/T,17900,4.7,230.0,24
45681,Subaru,71273,Gasoline,CVT Transmission,28000,2.4,260.0,5
45682,Jaguar,125900,Gasoline,4-Speed A/T,13900,4.2,300.0,24
45683,Chevrolet,105667,Gasoline,6-Speed A/T,55000,6.2,420.0,5
45684,Chevrolet,13700,Gasoline,8-Speed A/T,55000,6.2,490.0,3
45685,Chevrolet,36000,Gasoline,6-Speed M/T,34700,6.2,455.0,9
45686,Ford,17500,Gasoline,10-Speed A/T,29500,3.3,318.0,5
45687,Chrysler,74582,E85 Flex Fuel,6-Speed A/T,8500,3.6,283.0,11
45688,Audi,96800,Gasoline,A/T,24500,2.0,211.0,11
45689,BMW,127800,Gasoline,8-Speed A/T,13999,3.0,300.0,10
45690,Mercedes-Benz,95816,Gasoline,Transmission w/Dual Shift Mode,16000,3.5,302.0,12
45692,Mercedes-Benz,1025,Gasoline,7-Speed Automatic,45900,2.0,331.6983232435877,4
45693,Acura,49000,Gasoline,A/T,35500,3.5,290.0,7
45694,Audi,89500,Gasoline,7-Speed A/T,19500,3.0,333.0,10
45695,Chevrolet,8660,Gasoline,A/T,55000,6.2,455.0,6
45697,Jeep,138700,Gasoline,A/T,7000,3.7,210.0,17
45698,Ford,6600,Gasoline,10-Speed A/T,53000,3.5,375.0,6
45699,RAM,57300,Hybrid,8-Speed A/T,43500,5.7,395.0,4
45700,Ford,94000,Diesel,6-Speed A/T,26900,6.7,450.0,6
45701,Porsche,80500,Gasoline,Transmission w/Dual Shift Mode,27000,3.0,340.0,9
45703,Ford,176691,Diesel,5-Speed A/T,36950,6.0,325.0,15
45704,Lexus,137333,Gasoline,A/T,9200,3.5,270.0,13
45705,BMW,82849,Gasoline,8-Speed A/T,26000,3.0,300.0,10
45706,GMC,79422,Gasoline,A/T,18750,5.3,355.0,8
45707,RAM,86000,Diesel,6-Speed A/T,15000,6.7,350.0,9
45709,Toyota,269885,Gasoline,A/T,15000,5.7,381.0,13
45711,Porsche,98528,Gasoline,8-Speed A/T,33500,3.6,300.0,6
45712,MINI,110022,Gasoline,6-Speed M/T,6250,1.6,172.0,17
45713,Lexus,69350,Gasoline,6-Speed A/T,18900,3.5,272.0,14
45715,Mercedes-Benz,93000,Gasoline,A/T,5995,5.5,382.0,17
45716,Mazda,46873,Electric,A/T,11500,3.716927534611586,331.6983232435877,16
45717,RAM,89500,Gasoline,A/T,35000,6.4,410.0,8
45718,Mercedes-Benz,159870,Gasoline,A/T,9750,4.7,335.0,13
45719,Chevrolet,157500,Gasoline,6-Speed A/T,18995,5.3,355.0,9
45720,Cadillac,19200,Gasoline,10-Speed A/T,65000,6.2,420.0,3
45721,Nissan,40570,Gasoline,Transmission w/Dual Shift Mode,30990,3.8,545.0,7
45722,Genesis,105000,Gasoline,Transmission w/Dual Shift Mode,21500,3.3,365.0,5
45723,Porsche,75000,Gasoline,6-Speed M/T,24900,2.9,255.0,19
45724,Porsche,90400,Gasoline,6-Speed M/T,6950,3.8,400.0,15
45725,BMW,50000,Gasoline,8-Speed A/T,36000,3.0,335.0,5
45726,Chevrolet,2200,Gasoline,8-Speed A/T,60995,6.2,490.0,1
45727,Toyota,1075,Gasoline,A/T,23500,2.4,228.0,2
45728,Porsche,56846,Gasoline,6-Speed A/T,13000,3.8,400.0,10
45729,Chrysler,138050,Gasoline,5-Speed A/T,6450,3.2,215.0,19
45730,Chevrolet,3715,Gasoline,10-Speed A/T,47800,6.2,650.0,3
45731,BMW,23900,Gasoline,Transmission w/Dual Shift Mode,35000,3.0,335.0,6
45732,Nissan,24534,Gasoline,CVT Transmission,21900,2.0,147.0,3
45733,Hyundai,61830,Gasoline,8-Speed Automatic with Auto-Shift,27450,2.4,331.6983232435877,4
45734,BMW,51000,Gasoline,A/T,21000,4.4,445.0,8
45735,BMW,65852,Gasoline,Transmission w/Dual Shift Mode,31750,2.0,248.0,5
45736,GMC,92000,Diesel,10-Speed A/T,28499,6.6,445.0,7
45737,Jeep,106000,Gasoline,6-Speed M/T,19500,3.6,285.0,12
45738,Porsche,65000,Gasoline,6-Speed M/T,23500,3.8,355.0,17
45741,Chevrolet,134000,Gasoline,A/T,15500,1.4,138.0,11
45742,Toyota,183000,Gasoline,6-Speed A/T,15400,5.7,381.0,13
45743,Mercedes-Benz,138000,Gasoline,Transmission w/Dual Shift Mode,14000,4.6,429.0,11
45744,Toyota,24771,Hybrid,Automatic CVT,35707,2.0,331.6983232435877,2
45745,Porsche,51000,Gasoline,Transmission w/Dual Shift Mode,37500,3.6,420.0,9
45746,Lexus,132269,Gasoline,A/T,18500,4.6,301.0,8
45747,Chevrolet,2700,Gasoline,8-Speed A/T,54500,6.2,455.0,2
45748,Mitsubishi,70612,Gasoline,A/T,16900,2.4,166.0,10
45750,Mercedes-Benz,17900,Gasoline,9-Speed A/T,40950,2.0,255.0,2
45752,Ford,101387,Gasoline,6-Speed A/T,21500,2.0,245.0,7
45753,Chevrolet,22000,Gasoline,8-Speed A/T,44000,6.2,455.0,6
45754,Lincoln,124747,Gasoline,6-Speed A/T,4000,2.0,245.0,12
45755,Honda,167506,Gasoline,A/T,19000,1.8,140.0,10
45756,Audi,68000,Gasoline,Transmission w/Dual Shift Mode,21500,2.0,220.0,7
45757,BMW,14700,Gasoline,8-Speed A/T,55000,3.0,335.0,4
45758,BMW,72843,Gasoline,8-Speed Automatic,23754,3.0,331.6983232435877,6
45759,Lexus,101000,Gasoline,6-Speed A/T,18500,4.3,278.0,13
45760,INFINITI,89106,Gasoline,A/T,17500,3.5,295.0,7
45761,Kia,135603,Gasoline,A/T,13500,3.3,365.0,11
45762,Audi,93000,Gasoline,6-Speed M/T,10000,4.2,340.0,17
45764,Ford,121630,Gasoline,A/T,10000,4.0,210.0,17
45765,Chevrolet,23500,Diesel,6-Speed A/T,57000,6.6,445.0,2
45766,Mercedes-Benz,49500,Gasoline,A/T,30000,3.0,329.0,5
45767,Ford,143250,Gasoline,A/T,11500,4.6,315.0,14
45768,Land,15583,Gasoline,8-Speed Automatic,61995,2.0,331.6983232435877,3
45769,Nissan,91600,Gasoline,Transmission w/Dual Shift Mode,26000,5.6,390.0,7
45770,Mercedes-Benz,198000,Gasoline,9-Speed A/T,24000,2.0,255.0,4
45771,Toyota,53249,Gasoline,A/T,9250,2.4,147.0,17
45773,BMW,76500,Gasoline,Transmission w/Dual Shift Mode,17999,3.0,300.0,12
45774,Mercedes-Benz,90189,Gasoline,A/T,17800,2.0,241.0,9
45775,Jeep,38000,Gasoline,Transmission w/Dual Shift Mode,56750,6.4,470.0,6
45776,Toyota,62200,Gasoline,CVT Transmission,35707,3.5,295.0,6
45777,Jeep,122945,Gasoline,5-Speed M/T,2300,4.0,181.0,24
45778,Mercedes-Benz,53500,Gasoline,9-Speed A/T,29500,3.0,362.0,7
45779,Toyota,41000,Gasoline,8-Speed A/T,41000,3.5,295.0,4
45781,MINI,169613,Gasoline,A/T,3900,1.6,118.0,17
45782,Ford,52500,E85 Flex Fuel,A/T,41500,5.0,385.0,6
45783,Ford,36000,Gasoline,6-Speed M/T,21000,5.0,435.0,8
45784,Lexus,39800,Gasoline,Transmission w/Dual Shift Mode,13250,2.5,204.0,14
45785,Ford,35469,Gasoline,10-Speed Automatic,49273,3.5,331.6983232435877,6
45786,Chevrolet,152195,Gasoline,4-Speed A/T,22999,5.7,340.0,26
45787,BMW,85000,Gasoline,A/T,13900,3.0,300.0,14
45788,Land,52000,Hybrid,A/T,31000,3.0,395.0,4
45789,BMW,126000,Gasoline,Transmission w/Dual Shift Mode,15000,3.0,230.0,13
45790,Audi,72000,Gasoline,8-Speed A/T,34000,3.0,354.0,8
45791,RAM,13464,Gasoline,8-Speed Automatic,11995,5.7,331.6983232435877,9
45792,BMW,52300,Gasoline,Transmission w/Dual Shift Mode,29900,3.0,335.0,5
45793,Toyota,61341,Gasoline,8-Speed Automatic,25495,3.5,331.6983232435877,8
45794,Chrysler,163500,Gasoline,6-Speed A/T,5949,3.6,283.0,12
45795,BMW,74000,Gasoline,Transmission w/Dual Shift Mode,32950,3.0,425.0,7
45797,Ford,62500,Gasoline,6-Speed A/T,16000,3.7,305.0,11
45798,Dodge,67500,Gasoline,8-Speed A/T,26999,5.7,370.0,6
45799,Toyota,100000,Gasoline,A/T,24000,2.7,159.0,11
45800,MINI,24900,Gasoline,6-Speed A/T,25900,2.0,228.0,7
45801,BMW,60930,Gasoline,6-Speed M/T,23750,2.0,240.0,8
45802,Porsche,28927,Gasoline,7-Speed Automatic with Auto-Shift,59980,2.0,331.6983232435877,3
45803,Toyota,79635,Gasoline,A/T,28825,3.5,306.0,5
45804,Mercedes-Benz,199000,Gasoline,7-Speed A/T,9400,3.5,268.0,13
45805,Jeep,68816,Gasoline,8-Speed Automatic,39366,2.0,331.6983232435877,3
45806,Chevrolet,48641,Gasoline,10-Speed A/T,41899,5.3,355.0,3
45807,Jeep,23152,Gasoline,8-Speed A/T,30500,3.6,285.0,3
45809,Mercedes-Benz,73000,Gasoline,A/T,42900,4.0,416.0,7
45810,Hummer,300183,Gasoline,A/T,10900,6.0,325.0,18
45811,Jeep,18500,Gasoline,8-Speed A/T,48000,3.6,285.0,2
45812,Ford,31681,Gasoline,A/T,31900,3.5,375.0,5
45813,Chevrolet,170000,Gasoline,A/T,5500,3.8,240.0,23
45814,Audi,93000,Gasoline,6-Speed M/T,10995,4.2,340.0,18
45815,Ford,19900,Gasoline,6-Speed M/T,28500,5.0,412.0,13
45817,Nissan,183000,Gasoline,A/T,11000,4.0,261.0,16
45818,Ford,31250,Gasoline,A/T,42500,2.7,325.0,4
45819,Ford,119000,E85 Flex Fuel,6-Speed A/T,63000,3.7,275.0,7
45820,Ford,67500,Gasoline,10-Speed A/T,31900,3.5,400.0,4
45821,Toyota,34068,Hybrid,CVT Transmission,25900,3.5,306.0,5
